emerald_city_of_oz_01_f000014|Chapter 1. How the Nome King Became Angry.|Chapter one. How the Nome King Became Angry.
emerald_city_of_oz_01_f000015|The Nome King was in an angry mood, and at such times he was very disagreeable. Every one kept away from him, even his Chief Steward Kaliko.|The Nome King was in an angry mood, and at such times he was very disagreeable. Every one kept away from him, even his Chief Steward Kaliko.
emerald_city_of_oz_01_f000016|Therefore the King stormed and raved all by himself, walking up and down in his jewel-studded cavern and getting angrier all the time.|Therefore the King stormed and raved all by himself, walking up and down in his jewel-studded cavern and getting angrier all the time.
emerald_city_of_oz_01_f000017|Then he remembered that it was no fun being angry unless he had some one to frighten and make miserable, and he rushed to his big gong and made it clatter as loud as he could.|Then he remembered that it was no fun being angry unless he had some one to frighten and make miserable, and he rushed to his big gong and made it clatter as loud as he could.
emerald_city_of_oz_01_f000018|In came the Chief Steward, trying not to show the Nome King how frightened he was.|In came the Chief Steward, trying not to show the Nome King how frightened he was.
emerald_city_of_oz_01_f000019|Send the Chief Counselor here! shouted the angry monarch.|Send the Chief Counselor here! shouted the angry monarch.
emerald_city_of_oz_01_f000020|Kaliko ran out as fast as his spindle legs could carry his fat, round body, and soon the Chief Counselor entered the cavern. The King scowled and said to him:|Kaliko ran out as fast as his spindle legs could carry his fat, round body, and soon the Chief Counselor entered the cavern. The King scowled and said to him:
emerald_city_of_oz_01_f000021|I'm in great trouble over the loss of my Magic Belt.|I'm in great trouble over the loss of my Magic Belt.
emerald_city_of_oz_01_f000022|Every little while I want to do something magical, and find I can't because the Belt is gone. That makes me angry, and when I'm angry I can't have a good time. Now, what do you advise?|Every little while I want to do something magical, and find I can't because the Belt is gone. That makes me angry, and when I'm angry I can't have a good time. Now, what do you advise?
emerald_city_of_oz_01_f000023|Some people, said the Chief Counselor, enjoy getting angry.|Some people, said the Chief Counselor, enjoy getting angry.
emerald_city_of_oz_01_f000024|But not all the time, declared the King. To be angry once in a while is really good fun, because it makes others so miserable. But to be angry morning,|But not all the time, declared the King. To be angry once in a while is really good fun, because it makes others so miserable. But to be angry morning,
emerald_city_of_oz_01_f000025|noon and night, as I am, grows monotonous and prevents my gaining any other pleasure in life. Now what do you advise?|noon and night, as I am, grows monotonous and prevents my gaining any other pleasure in life. Now what do you advise?
emerald_city_of_oz_01_f000026|Why, if you are angry because you want to do magical things and can't, and if you don't want to get angry at all, my advice is not to want to do magical things.|Why, if you are angry because you want to do magical things and can't, and if you don't want to get angry at all, my advice is not to want to do magical things.
emerald_city_of_oz_01_f000027|Hearing this, the King glared at his Counselor with a furious expression and tugged at his own long white whiskers until he pulled them so hard that he yelled with pain.|Hearing this, the King glared at his Counselor with a furious expression and tugged at his own long white whiskers until he pulled them so hard that he yelled with pain.
emerald_city_of_oz_01_f000028|You are a fool! he exclaimed.|You are a fool! he exclaimed.
emerald_city_of_oz_01_f000029|I share that honor with your Majesty, said the Chief Counselor.|I share that honor with your Majesty, said the Chief Counselor.
emerald_city_of_oz_01_f000030|The King roared with rage and stamped his foot.|The King roared with rage and stamped his foot.
emerald_city_of_oz_01_f000031|Ho, there, my guards! he cried. Ho is a royal way of saying, Come here. So, when the guards had hoed, the King said to them: Take this Chief Counselor and throw him away.|Ho, there, my guards! he cried. Ho is a royal way of saying, Come here. So, when the guards had hoed, the King said to them: Take this Chief Counselor and throw him away.
emerald_city_of_oz_01_f000032|Then the guards took the Chief Counselor, and bound him with chains to prevent his struggling, and threw him away. And the King paced up and down his cavern more angry than before.|Then the guards took the Chief Counselor, and bound him with chains to prevent his struggling, and threw him away. And the King paced up and down his cavern more angry than before.
emerald_city_of_oz_01_f000033|Finally he rushed to his big gong and made it clatter like a fire alarm. Kaliko appeared again, trembling and white with fear.|Finally he rushed to his big gong and made it clatter like a fire alarm. Kaliko appeared again, trembling and white with fear.
emerald_city_of_oz_01_f000034|Fetch my pipe! yelled the King.|Fetch my pipe! yelled the King.
emerald_city_of_oz_01_f000035|Your pipe is already here, your Majesty, replied Kaliko.|Your pipe is already here, your Majesty, replied Kaliko.
emerald_city_of_oz_01_f000036|Then get my tobacco! roared the King.|Then get my tobacco! roared the King.
emerald_city_of_oz_01_f000037|The tobacco is in your pipe, your Majesty, returned the Steward.|The tobacco is in your pipe, your Majesty, returned the Steward.
emerald_city_of_oz_01_f000038|Then bring a live coal from the furnace! commanded the King.|Then bring a live coal from the furnace! commanded the King.
emerald_city_of_oz_01_f000039|The tobacco is lighted, and your Majesty is already smoking your pipe, answered the Steward.|The tobacco is lighted, and your Majesty is already smoking your pipe, answered the Steward.
emerald_city_of_oz_01_f000040|Why, so I am! said the King, who had forgotten this fact; but you are very rude to remind me of it.|Why, so I am! said the King, who had forgotten this fact; but you are very rude to remind me of it.
emerald_city_of_oz_01_f000041|I am a lowborn, miserable villain, declared the Chief Steward, humbly.|I am a lowborn, miserable villain, declared the Chief Steward, humbly.
emerald_city_of_oz_01_f000042|The Nome King could think of nothing to say next, so he puffed away at his pipe and paced up and down the room. Finally, he remembered how angry he was, and cried out:|The Nome King could think of nothing to say next, so he puffed away at his pipe and paced up and down the room. Finally, he remembered how angry he was, and cried out:
emerald_city_of_oz_01_f000043|What do you mean, Kaliko, by being so contented when your monarch is unhappy?|What do you mean, Kaliko, by being so contented when your monarch is unhappy?
emerald_city_of_oz_01_f000044|What makes you unhappy? asked the Steward.|What makes you unhappy? asked the Steward.
emerald_city_of_oz_01_f000045|I've lost my Magic Belt. A little girl named Dorothy, who was here with Ozma of Oz, stole my Belt and carried it away with her, said the King, grinding his teeth with rage.|I've lost my Magic Belt. A little girl named Dorothy, who was here with Ozma of Oz, stole my Belt and carried it away with her, said the King, grinding his teeth with rage.
emerald_city_of_oz_01_f000046|She captured it in a fair fight, Kaliko ventured to say.|She captured it in a fair fight, Kaliko ventured to say.
emerald_city_of_oz_01_f000047|But I want it! I must have it! Half my power is gone with that Belt! roared the King.|But I want it! I must have it! Half my power is gone with that Belt! roared the King.
emerald_city_of_oz_01_f000048|You will have to go to the Land of Oz to recover it, and your Majesty can't get to the Land of Oz in any possible way, said the Steward, yawning because he had been on duty ninety-six hours, and was sleepy.|You will have to go to the Land of Oz to recover it, and your Majesty can't get to the Land of Oz in any possible way, said the Steward, yawning because he had been on duty ninety-six hours, and was sleepy.
emerald_city_of_oz_01_f000049|Why not? asked the King.|Why not? asked the King.
emerald_city_of_oz_01_f000050|Because there is a deadly desert all around that fairy country, which no one is able to cross. You know that fact as well as I do, your Majesty.|Because there is a deadly desert all around that fairy country, which no one is able to cross. You know that fact as well as I do, your Majesty.
emerald_city_of_oz_01_f000051|Never mind the lost Belt. You have plenty of power left, for you rule this underground kingdom like a tyrant, and thousands of Nomes obey your commands.|Never mind the lost Belt. You have plenty of power left, for you rule this underground kingdom like a tyrant, and thousands of Nomes obey your commands.
emerald_city_of_oz_01_f000052|I advise you to drink a glass of melted silver, to quiet your nerves, and then go to bed.|I advise you to drink a glass of melted silver, to quiet your nerves, and then go to bed.
emerald_city_of_oz_01_f000053|The King grabbed a big ruby and threw it at Kaliko's head. The Steward ducked to escape the heavy jewel, which crashed against the door just over his left ear.|The King grabbed a big ruby and threw it at Kaliko's head. The Steward ducked to escape the heavy jewel, which crashed against the door just over his left ear.
emerald_city_of_oz_01_f000054|Get out of my sight! Vanish! Go away and send General Blug here, screamed the Nome King.|Get out of my sight! Vanish! Go away and send General Blug here, screamed the Nome King.
emerald_city_of_oz_01_f000055|Kaliko hastily withdrew, and the Nome King stamped up and down until the General of his armies appeared.|Kaliko hastily withdrew, and the Nome King stamped up and down until the General of his armies appeared.
emerald_city_of_oz_01_f000056|This Nome was known far and wide as a terrible fighter and a cruel, desperate commander. He had fifty thousand Nome soldiers, all well drilled,|This Nome was known far and wide as a terrible fighter and a cruel, desperate commander. He had fifty thousand Nome soldiers, all well drilled,
emerald_city_of_oz_01_f000057|who feared nothing but their stern master.|who feared nothing but their stern master.
emerald_city_of_oz_01_f000058|Yet General Blug was a trifle uneasy when he arrived and saw how angry the Nome King was.|Yet General Blug was a trifle uneasy when he arrived and saw how angry the Nome King was.
emerald_city_of_oz_01_f000059|Ha! So you're here! cried the King.|Ha! So you're here! cried the King.
emerald_city_of_oz_01_f000060|So I am, said the General.|So I am, said the General.
emerald_city_of_oz_01_f000061|March your army at once to the Land of Oz, capture and destroy the Emerald City, and bring back to me my Magic Belt! roared the King.|March your army at once to the Land of Oz, capture and destroy the Emerald City, and bring back to me my Magic Belt! roared the King.
emerald_city_of_oz_01_f000062|You're crazy, calmly remarked the General.|You're crazy, calmly remarked the General.
emerald_city_of_oz_01_f000063|What's that? What's that? What's that? And the Nome King danced around on his pointed toes, he was so enraged.|What's that? What's that? What's that? And the Nome King danced around on his pointed toes, he was so enraged.
emerald_city_of_oz_01_f000064|You don't know what you're talking about, continued the General, seating himself upon a large cut diamond. I advise you to stand in a corner and count sixty before you speak again.|You don't know what you're talking about, continued the General, seating himself upon a large cut diamond. I advise you to stand in a corner and count sixty before you speak again.
emerald_city_of_oz_01_f000065|By that time you may be more sensible.|By that time you may be more sensible.
emerald_city_of_oz_01_f000066|The King looked around for something to throw at General Blug, but as nothing was handy he began to consider that perhaps the man was right and he had been talking foolishly.|The King looked around for something to throw at General Blug, but as nothing was handy he began to consider that perhaps the man was right and he had been talking foolishly.
emerald_city_of_oz_01_f000067|So he merely threw himself into his glittering throne and tipped his crown over his ear and curled his feet up under him and glared wickedly at Blug.|So he merely threw himself into his glittering throne and tipped his crown over his ear and curled his feet up under him and glared wickedly at Blug.
emerald_city_of_oz_01_f000068|In the first place, said the General, we cannot march across the deadly desert to the Land of Oz. And if we could, the Ruler of that country,|In the first place, said the General, we cannot march across the deadly desert to the Land of Oz. And if we could, the Ruler of that country,
emerald_city_of_oz_01_f000069|Princess Ozma, has certain fairy powers that would render my army helpless.|Princess Ozma, has certain fairy powers that would render my army helpless.
emerald_city_of_oz_01_f000070|Had you not lost your Magic Belt we might have some chance of defeating Ozma; but the Belt is gone.|Had you not lost your Magic Belt we might have some chance of defeating Ozma; but the Belt is gone.
emerald_city_of_oz_01_f000071|I want it! screamed the King. I must have it.|I want it! screamed the King. I must have it.
emerald_city_of_oz_01_f000072|Well, then, let us try in a sensible way to get it, replied the General. The Belt was captured by a little girl named Dorothy, who lives in Kansas,|Well, then, let us try in a sensible way to get it, replied the General. The Belt was captured by a little girl named Dorothy, who lives in Kansas,
emerald_city_of_oz_01_f000073|in the United States of America.|in the United States of America.
emerald_city_of_oz_01_f000074|But she left it in the Emerald City, with Ozma, declared the King.|But she left it in the Emerald City, with Ozma, declared the King.
emerald_city_of_oz_01_f000075|How do you know that? asked the General.|How do you know that? asked the General.
emerald_city_of_oz_01_f000076|One of my spies, who is a Blackbird, flew over the desert to the Land of Oz, and saw the Magic Belt in Ozma's palace, replied the King with a groan.|One of my spies, who is a Blackbird, flew over the desert to the Land of Oz, and saw the Magic Belt in Ozma's palace, replied the King with a groan.
emerald_city_of_oz_01_f000077|Now that gives me an idea, said General Blug, thoughtfully. There are two ways to get to the Land of Oz without traveling across the sandy desert.|Now that gives me an idea, said General Blug, thoughtfully. There are two ways to get to the Land of Oz without traveling across the sandy desert.
emerald_city_of_oz_01_f000078|What are they? demanded the King, eagerly.|What are they? demanded the King, eagerly.
emerald_city_of_oz_01_f000079|One way is OVER the desert, through the air; and the other way is UNDER the desert, through the earth.|One way is OVER the desert, through the air; and the other way is UNDER the desert, through the earth.
emerald_city_of_oz_01_f000080|Hearing this the Nome King uttered a yell of joy and leaped from his throne, to resume his wild walk up and down the cavern.|Hearing this the Nome King uttered a yell of joy and leaped from his throne, to resume his wild walk up and down the cavern.
emerald_city_of_oz_01_f000081|That's it, Blug! he shouted. That's the idea, General! I'm King of the Under World, and my subjects are all miners. I'll make a secret tunnel under the desert to the Land of Oz yes!|That's it, Blug! he shouted. That's the idea, General! I'm King of the Under World, and my subjects are all miners. I'll make a secret tunnel under the desert to the Land of Oz yes!
emerald_city_of_oz_01_f000082|right up to the Emerald City and you will march your armies there and capture the whole country!|right up to the Emerald City and you will march your armies there and capture the whole country!
emerald_city_of_oz_01_f000083|Softly, softly, your Majesty. Don't go too fast, warned the General.|Softly, softly, your Majesty. Don't go too fast, warned the General.
emerald_city_of_oz_01_f000084|My Nomes are good fighters, but they are not strong enough to conquer the Emerald City.|My Nomes are good fighters, but they are not strong enough to conquer the Emerald City.
emerald_city_of_oz_01_f000085|Are you sure? asked the King.|Are you sure? asked the King.
emerald_city_of_oz_01_f000086|Absolutely certain, your Majesty.|Absolutely certain, your Majesty.
emerald_city_of_oz_01_f000087|Then what am I to do?|Then what am I to do?
emerald_city_of_oz_01_f000088|Give up the idea and mind your own business, advised the General.|Give up the idea and mind your own business, advised the General.
emerald_city_of_oz_01_f000089|You have plenty to do trying to rule your underground kingdom.|You have plenty to do trying to rule your underground kingdom.
emerald_city_of_oz_01_f000090|But I want the Magic Belt and I'm going to have it! roared the Nome King.|But I want the Magic Belt and I'm going to have it! roared the Nome King.
emerald_city_of_oz_01_f000091|I'd like to see you get it, replied the General, laughing maliciously.|I'd like to see you get it, replied the General, laughing maliciously.
emerald_city_of_oz_01_f000092|The King was by this time so exasperated that he picked up his scepter, which had a heavy ball, made from a sapphire, at the end of it, and threw it with all his force at General Blug.|The King was by this time so exasperated that he picked up his scepter, which had a heavy ball, made from a sapphire, at the end of it, and threw it with all his force at General Blug.
emerald_city_of_oz_01_f000093|The sapphire hit the General upon his forehead and knocked him flat upon the ground, where he lay motionless. Then the King rang his gong and told his guards to drag out the General and throw him away; which they did.|The sapphire hit the General upon his forehead and knocked him flat upon the ground, where he lay motionless. Then the King rang his gong and told his guards to drag out the General and throw him away; which they did.
emerald_city_of_oz_01_f000094|This Nome King was named Roquat the Red, and no one loved him. He was a bad man and a powerful monarch, and he had resolved to destroy the Land of Oz and its magnificent Emerald City,|This Nome King was named Roquat the Red, and no one loved him. He was a bad man and a powerful monarch, and he had resolved to destroy the Land of Oz and its magnificent Emerald City,
emerald_city_of_oz_01_f000095|to enslave Princess Ozma and little Dorothy and all the Oz people, and recover his Magic Belt.|to enslave Princess Ozma and little Dorothy and all the Oz people, and recover his Magic Belt.
emerald_city_of_oz_01_f000096|This same Belt had once enabled Roquat the Red to carry out many wicked plans; but that was before Ozma and her people marched to the underground cavern and captured it.|This same Belt had once enabled Roquat the Red to carry out many wicked plans; but that was before Ozma and her people marched to the underground cavern and captured it.
emerald_city_of_oz_01_f000097|The Nome King could not forgive Dorothy or Princess Ozma, and he had determined to be revenged upon them.|The Nome King could not forgive Dorothy or Princess Ozma, and he had determined to be revenged upon them.
emerald_city_of_oz_01_f000098|But they, for their part, did not know they had so dangerous an enemy.|But they, for their part, did not know they had so dangerous an enemy.
emerald_city_of_oz_01_f000099|Indeed, Ozma and Dorothy had both almost forgotten that such a person as the Nome King yet lived under the mountains of the Land of Ev which lay just across the deadly desert to the south of the Land of Oz.|Indeed, Ozma and Dorothy had both almost forgotten that such a person as the Nome King yet lived under the mountains of the Land of Ev which lay just across the deadly desert to the south of the Land of Oz.
emerald_city_of_oz_01_f000100|An unsuspected enemy is doubly dangerous.|An unsuspected enemy is doubly dangerous.
emerald_city_of_oz_01_f000101|End of chapter one.|End of chapter one.
emerald_city_of_oz_02_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
emerald_city_of_oz_02_f000002|The The Emerald City of Oz by L Frank Baum. Chapter 2. How Uncle Henry Got Into Trouble Dorothy Gale lived on a farm in Kansas, with her Aunt Em and her Uncle Henry.|The The Emerald City of Oz by L Frank Baum. Chapter two. How Uncle Henry Got Into Trouble Dorothy Gale lived on a farm in Kansas, with her Aunt Em and her Uncle Henry.
emerald_city_of_oz_02_f000003|It was not a big farm, nor a very good one, because sometimes the rain did not come when the crops needed it, and then everything withered and dried up.|It was not a big farm, nor a very good one, because sometimes the rain did not come when the crops needed it, and then everything withered and dried up.
emerald_city_of_oz_02_f000004|Once a cyclone had carried away Uncle Henry's house, so that he was obliged to build another; and as he was a poor man he had to mortgage his farm to get the money to pay for the new house.|Once a cyclone had carried away Uncle Henry's house, so that he was obliged to build another; and as he was a poor man he had to mortgage his farm to get the money to pay for the new house.
emerald_city_of_oz_02_f000005|Then his health became bad and he was too feeble to work. The doctor ordered him to take a sea voyage and he went to Australia and took Dorothy with him.|Then his health became bad and he was too feeble to work. The doctor ordered him to take a sea voyage and he went to Australia and took Dorothy with him.
emerald_city_of_oz_02_f000006|That cost a lot of money, too.|That cost a lot of money, too.
emerald_city_of_oz_02_f000007|Uncle Henry grew poorer every year, and the crops raised on the farm only bought food for the family. Therefore the mortgage could not be paid.|Uncle Henry grew poorer every year, and the crops raised on the farm only bought food for the family. Therefore the mortgage could not be paid.
emerald_city_of_oz_02_f000008|At last the banker who had loaned him the money said that if he did not pay on a certain day, his farm would be taken away from him.|At last the banker who had loaned him the money said that if he did not pay on a certain day, his farm would be taken away from him.
emerald_city_of_oz_02_f000009|This worried Uncle Henry a good deal, for without the farm he would have no way to earn a living. He was a good man, and worked in the field as hard as he could;|This worried Uncle Henry a good deal, for without the farm he would have no way to earn a living. He was a good man, and worked in the field as hard as he could;
emerald_city_of_oz_02_f000010|and Aunt Em did all the housework, with Dorothy's help.|and Aunt Em did all the housework, with Dorothy's help.
emerald_city_of_oz_02_f000011|Yet they did not seem to get along.|Yet they did not seem to get along.
emerald_city_of_oz_02_f000012|This little girl, Dorothy, was like dozens of little girls you know.|This little girl, Dorothy, was like dozens of little girls you know.
emerald_city_of_oz_02_f000013|She was loving and usually sweet-tempered, and had a round rosy face and earnest eyes. Life was a serious thing to Dorothy, and a wonderful thing,|She was loving and usually sweet-tempered, and had a round rosy face and earnest eyes. Life was a serious thing to Dorothy, and a wonderful thing,
emerald_city_of_oz_02_f000014|too, for she had encountered more strange adventures in her short life than many other girls of her age.|too, for she had encountered more strange adventures in her short life than many other girls of her age.
emerald_city_of_oz_02_f000015|Aunt Em once said she thought the fairies must have marked Dorothy at her birth, because she had wandered into strange places and had always been protected by some unseen power.|Aunt Em once said she thought the fairies must have marked Dorothy at her birth, because she had wandered into strange places and had always been protected by some unseen power.
emerald_city_of_oz_02_f000016|As for Uncle Henry, he thought his little niece merely a dreamer, as her dead mother had been, for he could not quite believe all the curious stories Dorothy told them of the Land of Oz,|As for Uncle Henry, he thought his little niece merely a dreamer, as her dead mother had been, for he could not quite believe all the curious stories Dorothy told them of the Land of Oz,
emerald_city_of_oz_02_f000017|which she had several times visited.|which she had several times visited.
emerald_city_of_oz_02_f000018|He did not think that she tried to deceive her uncle and aunt, but he imagined that she had dreamed all of those astonishing adventures, and that the dreams had been so real to her that she had come to believe them true.|He did not think that she tried to deceive her uncle and aunt, but he imagined that she had dreamed all of those astonishing adventures, and that the dreams had been so real to her that she had come to believe them true.
emerald_city_of_oz_02_f000019|Whatever the explanation might be, it was certain that Dorothy had been absent from her Kansas home for several long periods, always disappearing unexpectedly,|Whatever the explanation might be, it was certain that Dorothy had been absent from her Kansas home for several long periods, always disappearing unexpectedly,
emerald_city_of_oz_02_f000020|yet always coming back safe and sound, with amazing tales of where she had been and the unusual people she had met.|yet always coming back safe and sound, with amazing tales of where she had been and the unusual people she had met.
emerald_city_of_oz_02_f000021|Her uncle and aunt listened to her stories eagerly and in spite of their doubts began to feel that the little girl had gained a lot of experience and wisdom that were unaccountable in this age,|Her uncle and aunt listened to her stories eagerly and in spite of their doubts began to feel that the little girl had gained a lot of experience and wisdom that were unaccountable in this age,
emerald_city_of_oz_02_f000022|when fairies are supposed no longer to exist.|when fairies are supposed no longer to exist.
emerald_city_of_oz_02_f000023|Most of Dorothy's stories were about the Land of Oz, with its beautiful Emerald City and a lovely girl Ruler named Ozma, who was the most faithful friend of the little Kansas girl.|Most of Dorothy's stories were about the Land of Oz, with its beautiful Emerald City and a lovely girl Ruler named Ozma, who was the most faithful friend of the little Kansas girl.
emerald_city_of_oz_02_f000024|When Dorothy told about the riches of this fairy country Uncle Henry would sigh, for he knew that a single one of the great emeralds that were so common there would pay all his debts and leave his farm free.|When Dorothy told about the riches of this fairy country Uncle Henry would sigh, for he knew that a single one of the great emeralds that were so common there would pay all his debts and leave his farm free.
emerald_city_of_oz_02_f000025|But Dorothy never brought any jewels home with her, so their poverty became greater every year.|But Dorothy never brought any jewels home with her, so their poverty became greater every year.
emerald_city_of_oz_02_f000026|When the banker told Uncle Henry that he must pay the money in thirty days or leave the farm, the poor man was in despair, as he knew he could not possibly get the money.|When the banker told Uncle Henry that he must pay the money in thirty days or leave the farm, the poor man was in despair, as he knew he could not possibly get the money.
emerald_city_of_oz_02_f000027|So he told his wife, Aunt Em, of his trouble, and she first cried a little and then said that they must be brave and do the best they could, and go away somewhere and try to earn an honest living.|So he told his wife, Aunt Em, of his trouble, and she first cried a little and then said that they must be brave and do the best they could, and go away somewhere and try to earn an honest living.
emerald_city_of_oz_02_f000028|But they were getting old and feeble and she feared that they could not take care of Dorothy as well as they had formerly done. Probably the little girl would also be obliged to go to work.|But they were getting old and feeble and she feared that they could not take care of Dorothy as well as they had formerly done. Probably the little girl would also be obliged to go to work.
emerald_city_of_oz_02_f000029|They did not tell their niece the sad news for several days, not wishing to make her unhappy; but one morning the little girl found Aunt Em softly crying while Uncle Henry tried to comfort her.|They did not tell their niece the sad news for several days, not wishing to make her unhappy; but one morning the little girl found Aunt Em softly crying while Uncle Henry tried to comfort her.
emerald_city_of_oz_02_f000030|Then Dorothy asked them to tell her what was the matter.|Then Dorothy asked them to tell her what was the matter.
emerald_city_of_oz_02_f000031|We must give up the farm, my dear, replied her uncle sadly, and wander away into the world to work for our living.|We must give up the farm, my dear, replied her uncle sadly, and wander away into the world to work for our living.
emerald_city_of_oz_02_f000032|The girl listened quite seriously, for she had not known before how desperately poor they were.|The girl listened quite seriously, for she had not known before how desperately poor they were.
emerald_city_of_oz_02_f000033|We don't mind for ourselves, said her aunt, stroking the little girl's head tenderly; but we love you as if you were our own child, and we are heart-broken to think that you must also endure poverty,|We don't mind for ourselves, said her aunt, stroking the little girl's head tenderly; but we love you as if you were our own child, and we are heart-broken to think that you must also endure poverty,
emerald_city_of_oz_02_f000034|and work for a living before you have grown big and strong.|and work for a living before you have grown big and strong.
emerald_city_of_oz_02_f000035|What could I do to earn money? asked Dorothy.|What could I do to earn money? asked Dorothy.
emerald_city_of_oz_02_f000036|You might do housework for some one, dear, you are so handy; or perhaps you could be a nurse-maid to little children. I'm sure I don't know exactly what you CAN do to earn money,|You might do housework for some one, dear, you are so handy; or perhaps you could be a nurse-maid to little children. I'm sure I don't know exactly what you CAN do to earn money,
emerald_city_of_oz_02_f000037|but if your uncle and I are able to support you we will do it willingly, and send you to school.|but if your uncle and I are able to support you we will do it willingly, and send you to school.
emerald_city_of_oz_02_f000038|We fear, though, that we shall have much trouble in earning a living for ourselves. No one wants to employ old people who are broken down in health, as we are.|We fear, though, that we shall have much trouble in earning a living for ourselves. No one wants to employ old people who are broken down in health, as we are.
emerald_city_of_oz_02_f000039|Dorothy smiled.|Dorothy smiled.
emerald_city_of_oz_02_f000040|Wouldn't it be funny, she said, for me to do housework in Kansas, when I'm a Princess in the Land of Oz?|Wouldn't it be funny, she said, for me to do housework in Kansas, when I'm a Princess in the Land of Oz?
emerald_city_of_oz_02_f000041|A Princess! they both exclaimed, astonished.|A Princess! they both exclaimed, astonished.
emerald_city_of_oz_02_f000042|Yes; Ozma made me a Princess some time ago, and she has often begged me to come and live always in the Emerald City, said the child.|Yes; Ozma made me a Princess some time ago, and she has often begged me to come and live always in the Emerald City, said the child.
emerald_city_of_oz_02_f000043|Her uncle and aunt looked at her in amazement. Then the man said: Do you suppose you could manage to return to your fairyland, my dear?|Her uncle and aunt looked at her in amazement. Then the man said: Do you suppose you could manage to return to your fairyland, my dear?
emerald_city_of_oz_02_f000044|Oh yes, replied Dorothy; I could do that easily.|Oh yes, replied Dorothy; I could do that easily.
emerald_city_of_oz_02_f000045|How? asked Aunt Em.|How? asked Aunt Em.
emerald_city_of_oz_02_f000046|Ozma sees me every day at four o'clock, in her Magic Picture. She can see me wherever I am, no matter what I am doing. And at that time, if I make a certain secret sign,|Ozma sees me every day at four o'clock, in her Magic Picture. She can see me wherever I am, no matter what I am doing. And at that time, if I make a certain secret sign,
emerald_city_of_oz_02_f000047|she will send for me by means of the Magic Belt, which I once captured from the Nome King.|she will send for me by means of the Magic Belt, which I once captured from the Nome King.
emerald_city_of_oz_02_f000048|Then, in the wink of an eye, I shall be with Ozma in her palace.|Then, in the wink of an eye, I shall be with Ozma in her palace.
emerald_city_of_oz_02_f000049|The elder people remained silent for some time after Dorothy had spoken. Finally, Aunt Em said, with another sigh of regret: If that is the case,|The elder people remained silent for some time after Dorothy had spoken. Finally, Aunt Em said, with another sigh of regret: If that is the case,
emerald_city_of_oz_02_f000050|Dorothy, perhaps you'd better go and live in the Emerald City.|Dorothy, perhaps you'd better go and live in the Emerald City.
emerald_city_of_oz_02_f000051|It will break our hearts to lose you from our lives, but you will be so much better off with your fairy friends that it seems wisest and best for you to go.|It will break our hearts to lose you from our lives, but you will be so much better off with your fairy friends that it seems wisest and best for you to go.
